Episode,Chapter,Index,Name,Text
Rise from the ashes,3,505,Ema,That's why I always carry around a tube of glue!
Rise from the ashes,3,506,Phoenix,"(Well, this piece looks like the bottom. Let's try putting the rest in place!)"
Rise from the ashes,3,507,Ema,"H-huh? Well, I think we did it. But some of the pieces are missing."
Rise from the ashes,3,508,Gumshoe,That only took me two minutes to do! The problem is finishing it!
Rise from the ashes,3,509,Ema,Were some pieces stolen?
Rise from the ashes,3,510,Phoenix,I bet they were missing to begin with.
Rise from the ashes,3,511,Gumshoe,Still... It doesn't look like the most stable kind of jar.
Rise from the ashes,3,512,Ema,I kind of understand how it got broken.
Rise from the ashes,3,513,Ema,...! Why am I getting a reaction here?
Rise from the ashes,3,514,Phoenix,There's no reason for the murderer to touch this spot if he fled out the door. (This just might be something significant!)
Rise from the ashes,3,515,Gumshoe,"Hey... That's some pretty amazing stuff you got there, pal!"
Rise from the ashes,3,516,Ema,"What, this? It's called ""Luminol Testing Fluid""!"
Rise from the ashes,3,517,Gumshoe,Where'd you get your hands on that!?
Rise from the ashes,3,518,Ema,Huh?
Rise from the ashes,3,519,Gumshoe,I'd like to get some too! I'll just borrow 50 bucks from the Chief!
Rise from the ashes,3,520,Phoenix,"Where do you get this, Ema?"
Rise from the ashes,3,521,Ema,I always buy it by mail order.
Rise from the ashes,3,522,Phoenix,"(Well, I'd better jot this down on the floor plans.)"
Rise from the ashes,3,523,Ema,I knew it! This is someone's right handprint!
Rise from the ashes,3,524,Gumshoe,WHAAAAAAT!!?
Rise from the ashes,3,525,Phoenix,"What's the matter, Detective? Th-this locker... It's mine!"
Rise from the ashes,3,526,Ema,It's yours?
Rise from the ashes,3,527,Gumshoe,"Please! You have to help me... When they come to take me away... Promise you'll testify that I wouldn't harm a fly! You'll do that for me, won't you, pals!?"
Rise from the ashes,3,528,Phoenix,(This is an important clue! I'll jot it down on the floor plans...)
Rise from the ashes,3,529,Gumshoe,"I'm counting on you guys! Believe me, you can't trust the police!"
Rise from the ashes,3,530,Ema,What? But you're a detective!
Rise from the ashes,3,531,Phoenix,"There must have been a massive amount of blood here. (I've never seen so much before...) I'm not a professional. What's your opinion, Detective?"
Rise from the ashes,3,532,Gumshoe,Hmm... Pale blue blood... Maybe Detective Goodman... was actually an alien?
Rise from the ashes,3,533,Ema,This proves that something really happened in front of this locker.
Rise from the ashes,3,534,Phoenix,I'll make a note of it on the floor plans.
Rise from the ashes,3,535,Gumshoe,"Hey! If you didn't want my opinion, you shouldn't have asked!"
Rise from the ashes,3,536,Gumshoe,"Hey, pal, look at the time!!"
Rise from the ashes,3,537,Phoenix,Was there something you needed to be going to?
Rise from the ashes,3,538,Gumshoe,"It's just that Mr. Edgeworth's inquiry committee should be letting out soon. I'm going to go give them my report for the day. It might help, you know..."
Rise from the ashes,3,539,Ema,R-report? You mean the note written on the back of that flyer?
Rise from the ashes,3,540,Phoenix,"The one that says nothing but ""No problems""!?"
Rise from the ashes,3,541,Gumshoe,"Hey, it's Mr. Edgeworth we're talking about! I'm sure he can use a report like this. I believe in him!"
Rise from the ashes,3,542,Phoenix,(Who needs enemies when you've got friends like Detective Gumshoe..)
Rise from the ashes,3,543,Gumshoe,"I'm off, pal! Later!"
Rise from the ashes,3,544,Phoenix,"(I should probably see what Edgeworth has to say, too.)"
Rise from the ashes,3,545,Bellboy,"Ah, guests! My apologies."
Rise from the ashes,3,546,Phoenix,Oh! It's you!
Rise from the ashes,3,547,Bellboy,Have we met somewhere...?
Rise from the ashes,3,548,Phoenix,Huh!?
Rise from the ashes,3,549,Bellboy,Mr. Edgeworth! I beg your leave. So long!
Rise from the ashes,3,550,Phoenix,(Is Edgeworth here...?)
Rise from the ashes,3,551,Ema,"There, standing by the window, a teacup in his hand!"
Rise from the ashes,3,552,Edgeworth,"Ah, it's you."
Rise from the ashes,3,553,Phoenix,(He has the hotel bring him tea service!?)
Rise from the ashes,3,554,Ema,Mr. Edgeworth... you're back from the District Prosecutor's Office inquiry?
Rise from the ashes,3,555,Edgeworth,Precisely.
Rise from the ashes,3,556,Phoenix,"By the way, Detective Gumshoe was looking for you."
Rise from the ashes,3,557,Edgeworth,"Oh yes... He brought me some information, it seems."
Rise from the ashes,3,558,Ema,Really? Was it helpful?
Rise from the ashes,3,559,Edgeworth,"Apparently, a new French restaurant is opening near here. I think he was trying to console me, somehow."
Rise from the ashes,3,560,Phoenix,"(Er, I think the report is on the other side, Edgeworth...)"
Rise from the ashes,3,561,Ema,Poor Mr. Edgeworth... I think this whole thing is really taking a toll on him.
Rise from the ashes,3,562,Phoenix,"So, how did the inquiry committee go?"
Rise from the ashes,3,563,Edgeworth,"Actually, they decided to treat this not as a case of concealing evidence... But as a communications error during the investigation."
Rise from the ashes,3,564,Ema,"""Concealing evidence""...?"
Rise from the ashes,3,565,Edgeworth,"Yes. Apparently, there are some who believe... that I concealed evidence. They gave me a warning. ""You were lucky this time... again."""
Rise from the ashes,3,566,Phoenix,"""Again""...?"
Rise from the ashes,3,567,Edgeworth,I've heard them say that so many times. Ever since that case two years ago...
Rise from the ashes,3,568,Phoenix,Are you okay for the trial tomorrow?
Rise from the ashes,3,569,Edgeworth,"Well, I'm still the presiding prosecuting attorney. However..."
Rise from the ashes,3,570,Phoenix,Something happened?
Rise from the ashes,3,571,Edgeworth,They gave control of the investigation over to the Police Department.
Rise from the ashes,3,572,Ema,The Police Department!
Rise from the ashes,3,573,Edgeworth,Yes. Any further investigation for this case will be directed by the Chief of Police Gant. I can do nothing but wait for his results...
Rise from the ashes,3,574,Phoenix,I... see.
Rise from the ashes,3,575,Edgeworth,"Why, I ask you? Why!? All along, I've done only what I believe is right. I have nothing to be ashamed of! But still..."
Rise from the ashes,3,576,Phoenix,"(Wow, I've never seen him this out of sorts...)"
Rise from the ashes,3,577,Edgeworth,"... I know you. You've probably got a hold of some information already, right?"
Rise from the ashes,3,578,Phoenix,"It all has to do with that case you were on... the SL-9 Incident. And some ""dark suspicion"" you were wrapped up in."
Rise from the ashes,3,579,Edgeworth,"You are the man who revived the worst memory of my life, as I recall. I figured I'd be telling you about this sooner or later."
Rise from the ashes,3,580,Phoenix,"(A bad memory... he's talking about the murder in the elevator...) Okay, Edgeworth. Why don't you tell me about it. Tell me the truth."
Rise from the ashes,3,581,Edgeworth,The SL-9 Incident was a heinous serial killing case. The head of investigation was the Deputy Chief of Police at the time... Damon Gant.
Rise from the ashes,3,582,Phoenix,(That wacky old coot was involved in the case two years ago too then...)
Rise from the ashes,3,583,Edgeworth,"He was the best we had, and it was my first time working with him... I was nervous."
Rise from the ashes,3,584,Ema,"Wow, you get nervous, too, Mr. Edgeworth?"
Rise from the ashes,3,585,Phoenix,(What I want to know is why was a Deputy Chief of Police on the investigation?)
Rise from the ashes,3,586,Edgeworth,"In truth, I used slightly more... extreme methods than normal. We were dealing with a vicious murderer. If I let him go, the blood would be on my hands. We won our guilty verdict, and the killer was executed."
Rise from the ashes,3,587,Phoenix,"Wait, you didn't..."
Rise from the ashes,3,588,Edgeworth,"Of course not! I didn't touch the evidence. Yes, I will do anything in my power to win a trial. However... I do have a code, and I follow it faithfully."
Rise from the ashes,3,589,Phoenix,"Oh, right! I'd better check this now..."
Rise from the ashes,3,590,Edgeworth,"As I was saying, I... ! What's this? A record of ID card usage?"
Rise from the ashes,3,591,Phoenix,"Edgeworth, you went into the evidence room that day, didn't you? Just before the incident occurred, no less."
Rise from the ashes,3,592,Edgeworth,"Yes, that's true."
Rise from the ashes,3,593,Ema,"W-why, Mr. Edgeworth?"
Rise from the ashes,3,594,Edgeworth,Please don't look at me like that. I was asked to go. By Chief Gant no less.
Rise from the ashes,3,595,Ema,The Chief of Police...?
Rise from the ashes,3,596,Edgeworth,He wanted evidence for a case that wrapped up half a year ago. He told me he wanted me to keep it here in the Prosecutor's Office.
Rise from the ashes,3,597,Phoenix,"But... it was solved, right? It would have to be if the evidence was already filed..."
Rise from the ashes,3,598,Edgeworth,"The Chief is never one to explain himself. In any case, on the day of the stabbings, I brought this back here."
Rise from the ashes,3,599,Ema,Can I ask what kind of case it was?
Rise from the ashes,3,600,Edgeworth,I... can't say. It really has nothing to do with the current case.
Rise from the ashes,3,601,Phoenix,(Now I'm curious about this other case. I'd better make a note of it.)
Rise from the ashes,3,602,Edgeworth,Stubborn as always. I told you this has nothing to do with the current case.
Rise from the ashes,3,603,Edgeworth,"By the way, Ema. The Chief Prosecutor wanted to know something..."
Rise from the ashes,3,604,Ema,M-my sister? What?
Rise from the ashes,3,605,Edgeworth,You still working on that scientific investigation?
Rise from the ashes,3,606,Ema,"Huh? Y-yes! Of course! Why, just today Mr. Wright and I were using this..."
Rise from the ashes,3,607,Edgeworth,Luminol testing fluid... Hm? Well then... You might have use for this.
Rise from the ashes,3,608,Ema,Aluminum powder for taking fingerprints!
Rise from the ashes,3,609,Edgeworth,It's been chemically treated for better adhesion.
Rise from the ashes,3,610,Ema,"F-for me? Are you sure? We are the ""enemy"" you know."
Rise from the ashes,3,611,Edgeworth,I've no say in today's investigation... do as you will.
Rise from the ashes,3,612,Phoenix,Edgeworth... I'm really--
Rise from the ashes,3,613,Edgeworth,"No need to thank me. Here, take your powder and these fingerprint files for everyone involved."
Rise from the ashes,3,614,Phoenix,"I, uh, th-thanks! (How about giving these to Detective Gumshoe as well!?)"
Rise from the ashes,3,615,Ema,"Well, let's get going! One last investigation!"
Rise from the ashes,3,616,Phoenix,Right! (I do seem to remember seeing a suspicious handprint somewhere...)
Rise from the ashes,3,617,Phoenix,(Our investigation turned up a suspicious handprint.)
Rise from the ashes,3,618,Ema,"Here, in this blood on the detective's evidence locker."
Rise from the ashes,3,619,Phoenix,Let's use the secret weapon we just borrowed!
Rise from the ashes,3,620,Ema,Right. Let's get started! First... choose a finger.
Rise from the ashes,3,621,Phoenix,A finger...?
Rise from the ashes,3,622,Ema,Each finger leaves behind a slightly different imprint. So let's choose the finger that will have left behind the clearest print!
Rise from the ashes,3,623,Phoenix,I really can't tell the difference at a glance...
Rise from the ashes,3,624,Ema,Quit procrastinating and choose a finger!
Rise from the ashes,3,625,Ema,Okay. Now it's time to check for prints! Let me show you how it's done.
Rise from the ashes,3,626,Phoenix,(Ema's starting to get that sparkle in her eyes...)
Rise from the ashes,3,627,Ema,"First, we sprinkle the aluminum powder around."
Rise from the ashes,3,628,Phoenix,Huh? How do you do that?
Rise from the ashes,3,629,Ema,Just touch the screen... See?
Rise from the ashes,3,630,Phoenix,Ah... it looks like that did the trick.
Rise from the ashes,3,631,Ema,The aluminum powder adheres completely to the print. Once the powder is well spread... just blow away the excess.
Rise from the ashes,3,632,Phoenix,Huh? How do I do that?
Rise from the ashes,3,633,Ema,You just blow With your breath. Imagine you're blowing out the candles on a birthday cake. See?
Rise from the ashes,3,634,Phoenix,Wow... that looks like fun! (It might take some getting used to though...)
Rise from the ashes,3,635,Ema,"It's fine! It won't go up your nose or anything. You just pour the powder on thick, and blow away the extra! Those are the basics of fingerprinting, Mr. Wright!"
Rise from the ashes,3,636,Phoenix,(I guess I'd better give it a try...)
Rise from the ashes,3,637,Ema,Aha! You did it! You found one!
Rise from the ashes,3,638,Phoenix,But... this looks nothing like a fingerprint.
Rise from the ashes,3,639,Ema,"Hmm... now that you mention it, I guess it doesn't..."
Rise from the ashes,3,640,Phoenix,What does it mean?
Rise from the ashes,3,641,Ema,It think it means... we're out of luck.
Rise from the ashes,3,642,Phoenix,Out of luck...?
Rise from the ashes,3,643,Ema,The person who left this handprint must have worn gloves.
Rise from the ashes,3,644,Phoenix,... Don't tell me we've been wasting out time here!
Rise from the ashes,3,645,Ema,"Hey, calm down. That's just the way it goes sometimes with scientific investigations. But... it does seem a shame. While we're at it, why don't we look for other prints?"
Rise from the ashes,3,646,Phoenix,Other prints...?
Rise from the ashes,3,647,Ema,Looking at the locker door again closely...
Rise from the ashes,3,648,Ema,it seems like there are fingerprints outside the bloody handprint as well. Let's see if we can find a clear print!
Rise from the ashes,3,649,Phoenix,(Hmm... fingerprints outside the blood...)
Rise from the ashes,3,650,Ema,Yay! A print so clear it's dazzling!
Rise from the ashes,3,651,Phoenix,D-dazzling...?
Rise from the ashes,3,652,Ema,"Anyway, this print took a lot of effort to find. Let's match it up right away!"
Rise from the ashes,3,653,Phoenix,So we're not over yet? This is quite a process...
Rise from the ashes,3,654,Ema,"Well, there's no point in finding a fingerprint... and not knowing who the owner is, right?"
Rise from the ashes,3,655,Phoenix,(I guess she's right...)
Rise from the ashes,3,656,Ema,Look at the fingerprint data we got from Mr. Edgeworth... and point out the person you think left these prints!
Rise from the ashes,3,657,Phoenix,Huh? How am I supposed to know who it was?
Rise from the ashes,3,658,Ema,"I could make a pretty good guess. The bloody handprint and the fingerprints are in different places right? That means that the prints probably don't have anything to do with our case. So, whose fingerprints would we most likely find on this evidence locker?"
Rise from the ashes,3,659,_,Comparing... Comparison complete. Match found.
Rise from the ashes,3,660,Ema,Ah hah! So these prints belonged to Detective Gumshoe!
Rise from the ashes,3,661,Phoenix,...
Rise from the ashes,3,662,Ema,"Something wrong, Mr. Wright? You gave me this ""so what?"" look."
Rise from the ashes,3,663,Phoenix,"I guess that's probably because I was thinking ""so what?"""
Rise from the ashes,3,664,Ema,"Okay, so we came up with nothing this time, but there's always next time! Sometimes you hit, sometimes you miss! You gotta roll with the punches, Mr. Wright!"
Rise from the ashes,3,665,Phoenix,Thanks for the sympathy. (Wait... If I remember correctly... there was one other handprint in this room. Let's check it out!)
Rise from the ashes,3,666,Phoenix,"This is where we got a luminol fluid reaction, right?"
Rise from the ashes,3,667,Ema,Right! There was a handprint here! Okay! Want to try using this?
Rise from the ashes,3,668,Phoenix,(There go her eyes sparkling again...)
Rise from the ashes,3,669,Phoenix,"Okay, let's check for prints!"
Rise from the ashes,3,670,Ema,That's the spirit! Oh! But I have to warn you about something first.
Rise from the ashes,3,671,Phoenix,What?
Rise from the ashes,3,672,Ema,"The area with the blood was wiped away, right?"
Rise from the ashes,3,673,Phoenix,We only ended up finding it using chemical means.
Rise from the ashes,3,674,Ema,Any prints in that area will have been wiped away too.
Rise from the ashes,3,675,Phoenix,Oh... right. So... that means no prints.
Rise from the ashes,3,676,Ema,Would you say the probability of your hypothesis is high?
Rise from the ashes,3,677,Phoenix,D-don't ask me!
Rise from the ashes,3,678,Ema,Anyway... We must try to find prints that weren't wiped away.
Rise from the ashes,3,679,Phoenix,(Prints other than the ones left by the bloody hand...)
Rise from the ashes,3,680,_,Comparing... Comparison complete. Match found.
Rise from the ashes,3,681,Phoenix,"Hey, these fingerprints, they..."
Rise from the ashes,3,682,Ema,Whose are they? Whose!? Is it someone I know?
Rise from the ashes,3,683,Phoenix,It's Officer Marshall!!!
Rise from the ashes,3,684,Ema,Huh? O-Officer Jake Marshall!?
Rise from the ashes,3,685,Ema,Th-that's got to be a coincidence! He's not involved in the crime!
Rise from the ashes,3,686,Phoenix,Ema. These are decidedly different from Detective Gumshoe's prints.
Rise from the ashes,3,687,Ema,...!
Rise from the ashes,3,688,Phoenix,The luminol reaction. The blood and the fingerprints are in the same place.
Rise from the ashes,3,689,Ema,Oh... Oh!!!
Rise from the ashes,3,690,Phoenix,"(So, we have Jake Marshall's fingerprints... on a wiped bloodstain!)"
Rise from the ashes,3,691,Ema,But why would Officer Marshall...
Rise from the ashes,3,692,Phoenix,It looks like our investigation is finally turning up some results!
Rise from the ashes,3,693,Ema,...!
Rise from the ashes,3,694,Phoenix,"I guess this is what you'd call ""decisive evidence""!"
Rise from the ashes,3,695,Ema,I... I don't believe it!
Rise from the ashes,4,0,Ema,"So, what do you think, Mr. Wright?"
Rise from the ashes,4,1,Phoenix,I think the prosecution is as confused as we are. After all...
Rise from the ashes,4,2,Lana,"the victim was murdered in two different places at the same time, and a different suspect was arrested at the other crime scene."
Rise from the ashes,4,3,Ema,Lana!
Rise from the ashes,4,4,Lana,"Good morning, Mr. Wright. I apologize for yesterday. I was... indisposed."
Rise from the ashes,4,5,Phoenix,I hope they didn't hold you too long for questioning.
Rise from the ashes,4,6,Lana,"We just finished, actually. I'm used to all-nighters, though."
Rise from the ashes,4,7,Ema,"So, how'd it go?"
Rise from the ashes,4,8,Lana,"It's as Mr. Wright suspects. The police are clueless. I figured as much, so I struck a plea bargain."
Rise from the ashes,4,9,Ema,A plea bargain? What do you mean by that?
Rise from the ashes,4,10,Lana,"We agreed that if I told them the truth behind this ""simultaneous murder,"" they wouldn't seek capital punishment. That's what I mean, Ema."
Rise from the ashes,4,11,Ema,But Lana! Don't tell me you...
Rise from the ashes,4,12,Lana,"Much to my regret, I'm as much in the dark about this as they are."
Rise from the ashes,4,13,Phoenix,Ms. Skye.
Rise from the ashes,4,14,Lana,Hmm?
Rise from the ashes,4,15,Phoenix,We discovered traces left by a certain person in the Police Department's evidence room. They belonged to Officer Jake Marshall.
Rise from the ashes,4,16,Lana,You found Officer Marshall's... traces?
Rise from the ashes,4,17,Phoenix,"Blood-stained fingerprints, to be exact."
Rise from the ashes,4,18,Lana,!
Rise from the ashes,4,19,Phoenix,"That's the trump card I have up my sleeve today. You do understand what this means, don't you?"
Rise from the ashes,4,20,Ema,"In order to defend my sister, you're going to accuse Mr. Marshall?"
Rise from the ashes,4,21,Phoenix,"We have to play the cards we're dealt. Isn't that right, Ms. Skye?"
Rise from the ashes,4,22,Lana,"... Do what you have to do, Mr. Wright."
Rise from the ashes,4,23,Judge,Court is now in session for the trial of Ms. Lana Skye.
Rise from the ashes,4,24,Phoenix,"The defense is ready, Your Honor."
Rise from the ashes,4,25,Edgeworth,The prosecution is... Hmph.
Rise from the ashes,4,26,Judge,... Hmph? I'm afraid you'll have to clarify.
Rise from the ashes,4,27,Edgeworth,"It takes 30 minutes by car to reach criminal affairs from the Prosecutor's Office. The victim, Bruce Goodman, was slain at both places at the same time."
Rise from the ashes,4,28,Judge,"But, that's not physically possible, is it? What's more, I hear the victim from the evidence room just ""disappeared""!"
Rise from the ashes,4,29,Ema,"Yes, and the body eventually reappeared in the trunk of Mr. Edgeworth's car."
Rise from the ashes,4,30,Phoenix,(Wow... this is one messed up trial...)
Rise from the ashes,4,31,Edgeworth,"One of my duties as prosecutor is to present impartial evidence. Today I will present evidence relating to the murder at the Police Department. In so doing, I believe the way in which we should proceed will reveal itself."
Rise from the ashes,4,32,Ema,Now that's what sets Mr. Edgeworth apart. He sounds so on top of things... even though he doesn't know what's going on himself!
Rise from the ashes,4,33,Phoenix,And that's supposed to be an admirable trait?
Rise from the ashes,4,34,Judge,"Very well, let the trial resume. On the day of the crime, what exactly transpired at the Police Department? Mr. Edgeworth, you may call your first witness of the day to the stand."
Rise from the ashes,4,35,Edgeworth,"For its first witness, the prosecution calls... the suspect of the murder that occurred at the Police Department!"
Rise from the ashes,4,36,Judge,"The suspect!? You mean, the so-called murderer!?"
Rise from the ashes,4,37,Phoenix,(Hoo boy. Things are getting wild from the get-go.)
Rise from the ashes,4,38,Edgeworth,Will the witness please state his name and occupation.
Rise from the ashes,4,39,Meekins,"Yes, sir! I am Officer Mike Meekins, sir! My occupation is, um... that would be murderer, sir!"
Rise from the ashes,4,40,Phoenix,...
Rise from the ashes,4,41,Edgeworth,...
Rise from the ashes,4,42,Judge,"... Er... So you're telling us you're a ""professional killer""..."
Rise from the ashes,4,43,Meekins,"Sir. It was me, sir! I'm the one who did it! I'll never kill anyone again, sir! You've got to believe me, sir!"
Rise from the ashes,4,44,Judge,"Uh... Actually, what we'd like to hear from you is..."
Rise from the ashes,4,45,Meekins,"Sir! I'm what you would call part of the ""younger generation,"" sir! A person whose actions adults can't possibly comprehend!"
Rise from the ashes,4,46,Judge,"Please, Mr. Edgeworth, sir! Help me, sir!"
Rise from the ashes,4,47,Edgeworth,Officer Meekins.
Rise from the ashes,4,48,Meekins,"Y-yes, sir!"
Rise from the ashes,4,49,Edgeworth,Give us your report of the crime. Consider that an order.
Rise from the ashes,4,50,Meekins,"Yes, sir! As you wish! After all, I am part of a generation that must be told what to do, sir!"
Rise from the ashes,4,51,Ema,You can't fault him for a lack of enthusiasm.
Rise from the ashes,4,52,Judge,"Hmm. So the victim, Detective Goodman, attacked you?"
Rise from the ashes,4,53,Meekins,"""Do unto others before they do unto you""! That's the Meekins family motto, sir!"
Rise from the ashes,4,54,Judge,"I see. Then you fainted, and a colleague helped you regain consciousness."
Rise from the ashes,4,55,Meekins,"Yes, sir! He knocked me upside the head, sir!"
Rise from the ashes,4,56,Judge,Very well. The defense may begin its cross-examination.
Rise from the ashes,4,57,Phoenix,(What I need here is more info to work with!)
Rise from the ashes,4,58,Meekins,"Although it's not my normal duty, I was assigned to guard the evidence room that day!"
Rise from the ashes,4,59,Phoenix,"Mr. Meekins. You work in the General Affairs Department, do you not?"
Rise from the ashes,4,60,Meekins,"Yes, sir! I am in charge of hiring new recruits, sir!"
Rise from the ashes,4,61,Phoenix,(Yikes! Now there's a scary thought.)
Rise from the ashes,4,62,Edgeworth,"Evidence transferal was taking place on the day of the crime, which meant many officers were given special tasks not ordinarily performed."
Rise from the ashes,4,63,Meekins,"I was in charge of guarding the Blue Badger, sir!"
Rise from the ashes,4,64,Judge,The Blue Badger?
Rise from the ashes,4,65,Meekins,"Yes, sir. The lovely police mascot created by the Head Detective, sir! I was to ensure it wasn't broken during the transferal process. That was my sole mission for the day, sir!"
Rise from the ashes,4,66,Judge,"I see. Sounds like a very... uh, important mission."
Rise from the ashes,4,67,Meekins,"After the awards ceremony finished that day, there were so many people running around that I relocated the Blue Badger to the evidence room!"
Rise from the ashes,4,68,Judge,Oh... So that's why you went to the evidence room.
Rise from the ashes,4,69,Edgeworth,Tell us... what did you see when you got there?
Rise from the ashes,4,70,Meekins,"I spotted a suspicious man on the security screen, and rushed into the room!"
Rise from the ashes,4,71,Phoenix,"In order to enter the evidence room... you need an ID card, am I correct?"
Rise from the ashes,4,72,Meekins,"Precisely, sir! I have one right here around my neck!"
Rise from the ashes,4,73,Phoenix,"So then... your ID number should be listed in here, right?"
Rise from the ashes,4,74,Meekins,... There it is! I found it! This is the one right here.
Rise from the ashes,4,75,Judge,Could you please read us the number?
Rise from the ashes,4,76,Meekins,"Yes, sir! It's ""4989596."" That's my number, sir!"
Rise from the ashes,4,77,Phoenix,I see... Huh? But the number 4989596... is shown as being used twice!
Rise from the ashes,4,78,Edgeworth,"Please explain, witness."
Rise from the ashes,4,79,Meekins,"It's n-no real mystery, sir! The first time is when I relocated Blue Badger to the evidence room, and the second time is when I went to go get him after everything settled down."
Rise from the ashes,4,80,Judge,I see. So it was during that second time when?
Rise from the ashes,4,81,Meekins,"Yes, sir! That was when I spotted the man on the security screen!"
Rise from the ashes,4,82,Meekins,"I was only doing what I was trained to do, sir! I was suddenly attacked!"
Rise from the ashes,4,83,Phoenix,So you were attacked... Can you please tell us exactly what happened to you?
Rise from the ashes,4,84,Meekins,"It was a knife, sir! A knife!"
Rise from the ashes,4,85,Judge,Detective Goodman pulled a knife on you? What happened then?
Rise from the ashes,4,86,Meekins,"Well, with me charging in on him like that, he looked as surprised as I was!"
Rise from the ashes,4,87,Phoenix,(You aren't exactly the kind of person someone would want to run into...)
Rise from the ashes,4,88,Meekins,"That's when I reacted, sir! I swung my arms like an octopus, struggling to detain him! That's how I got this gash on my hand."
Rise from the ashes,4,89,Ema,Maybe if you'd just kept your cool your hand wouldn't be...
Rise from the ashes,4,90,Meekins,"When I saw the blood trickling down my arm, I panicked! I grabbed the man by his collar!"
Rise from the ashes,4,91,Meekins,I fought for my life! Then I... I did it!
Rise from the ashes,4,92,Phoenix,"What exactly do you mean when you say you, ""did it""?"
Rise from the ashes,4,93,Meekins,"I know I don't look the type, but I'm really into kung fu films, sir! The man let his guard down for just an instant, so I snatched his knife from him!"
Rise from the ashes,4,94,Phoenix,You took his knife?
Rise from the ashes,4,95,Meekins,I spun him around and performed a disarming maneuver! I made sure to close my eyes like a man!
Rise from the ashes,4,96,Phoenix,"I, uh, see... (He must have been desperate.)"
Rise from the ashes,4,97,Meekins,"The next thing I knew, his white coat was drenched in a sea of my blood, and then... Then, the next thing I knew..."
Rise from the ashes,4,98,Judge,Yes?
Rise from the ashes,4,99,Meekins,"He punched me right in my face, sir!"
Rise from the ashes,4,100,Meekins,After that I passed out... until another officer smacked me awake!
Rise from the ashes,4,101,Phoenix,About what time did you regain consciousness?
Rise from the ashes,4,102,Meekins,"No offense, sir, but how am I supposed to know that? I was unconscious!"
Rise from the ashes,4,103,Phoenix,Oh... right.
Rise from the ashes,4,104,Edgeworth,"According to the report from the officer that woke up the witness, it was about 5:30."
Rise from the ashes,4,105,Meekins,He hit me right in the head too! I woke up crying tears of pain!
Rise from the ashes,4,106,Judge,"That's nice... Er, I mean... it's nice that you recovered, that is..."
Rise from the ashes,4,107,Meekins,"When I came around though, I made sure to finish my mission, sir!"
Rise from the ashes,4,108,Phoenix,"Your ""mission""...?"
Rise from the ashes,4,109,Meekins,"Yes, sir! The Blue Badger, sir! I returned him to the entrance before things got out of hand!"
Rise from the ashes,4,110,Phoenix,"(Well, we can all rest easy now...)"
Rise from the ashes,4,111,Judge,I believe we now have a fairly accurate picture of what happened.
Rise from the ashes,4,112,Edgeworth,"Yes, Your Honor. Only one thing remains unclear. Was the man this officer ""murdered,"" really the victim?"
Rise from the ashes,4,113,Phoenix,(He's got a point...)
Rise from the ashes,4,114,Meekins,Um...
Rise from the ashes,4,115,Judge,"Yes, Officer Meekins?"
Rise from the ashes,4,116,Meekins,"With regard to that, sir... Take a look at this. It was sent to my cell. Chief Gant delivered it to me just this morning sir!"
Rise from the ashes,4,117,Edgeworth,The Chief?
Rise from the ashes,4,118,Phoenix,Delivered it...?
Rise from the ashes,4,119,Judge,What is that? A... videotape?
Rise from the ashes,4,120,Meekins,"Yes, sir! That's absolutely right, sir! A videotape, sir! It contains footage from the security camera in the evidence room."
Rise from the ashes,4,121,Edgeworth,Objection.gif
Rise from the ashes,4,122,Edgeworth,"What!? But I specifically asked if there was such a tape, and was told it had been mistakenly erased!"
Rise from the ashes,4,123,Judge,That's quite a mistake.
Rise from the ashes,4,124,Meekins,"I just do what I'm told, sir. It's the only thing I'm really good at."
Rise from the ashes,4,125,Phoenix,(Looks like communication with the Police Department is as good as ever...)
Rise from the ashes,4,126,Judge,"Well then, let's have a look! Show us the video of you murdering the victim!"
Rise from the ashes,4,127,Meekins,"Oh... Please stop using that word, ""murder,"" sir! It scares me!"
Rise from the ashes,4,128,Phoenix,(A video of a real murder... Just what are we getting ourselves into...?) ...
Rise from the ashes,4,129,Edgeworth,...
Rise from the ashes,4,130,Meekins,...
Rise from the ashes,4,131,Judge,"Well, I believe we're all thinking the same thing. How can we deal with these unsettling feelings stirred within us...?"
Rise from the ashes,4,132,Edgeworth,What the hell was that wriggling piece of plywood!?
Rise from the ashes,4,133,Meekins,"Sir! That is the pride and joy of the entire Criminal Affairs Department, sir! It's the Blue Badger, sir!"
Rise from the ashes,4,134,Phoenix,(Why am I not surprised this isn't going smoothly?)
Rise from the ashes,4,135,Judge,"Yes, well anyway... this tape seems to prove that that the witness did indeed encounter... er, ""someone"" in the evidence room, and some sort of... er, ""activity"" did take place..."
Rise from the ashes,4,136,Edgeworth,"Your Honor... instead of relying on clearly incomplete footage, the witness's testimony will suffice. Is that alright with you, Officer Meekins?"
Rise from the ashes,4,137,Meekins,"Yes, sir! As you wish, sir!"
Rise from the ashes,4,138,Judge,What's this about a fingerprint?
Rise from the ashes,4,139,Edgeworth,"Each detective has been given a locker, equipped with a fingerprint-activated lock. These locks ensure that each locker can only be opened by the detective it belongs to."
Rise from the ashes,4,140,Judge,Intriguing... That would mean... the victim at the crime scene would have to have been Detective Goodman. Very well! The defense may begin its cross-examination!
Rise from the ashes,4,141,Phoenix,"(I don't know where this cross-examination will lead, but everything begins with contradictions. That's where I have to start!)"
