Contents,Label
"@itzeelf18 ¡con mucho gusto! de entrada, por aquí los mejores deseos para el año que ya llega.",non-biased
@cochy_tj llena de bendiciones jaja,biased
"@eleder_ que tampoco ahora mayoría absoluta, eh? ",non-biased
@aberron al final lo acabaremos pagando los consumidores ,non-biased
el principio ha sido súper iconic pero con tanto movimiento iba muerta la pobre  #vmas,non-biased
@lezlycarolinam que bonito cuando tienes novio jajajajaja,non-biased
quiero que en mi foto de carné en lugar de una fotografía de mi cara me dejen poner un emoticono de carita triste ,non-biased
"qué triste de veras cuando tienes antojo brutal de un blizzard, crees que el del mes no tiene pierde, y resulta estar muy malo",non-biased
"[comprendo que te molen mis tattoos, pero no te los hagas 'iguales' ]",non-biased
@eli_rivas10 @madonna @pedrosola @chabelooficial @laurazapatam jajajajajaja ay te extraño,non-biased
@vacasueca también que no parezca pulsera de reo eran deberes pendientes  pero qué menos que 7-10 días ,non-biased
"@elspeaker es un aspecto poco conocido del sistema solar, que probablemente aún haya cosas por descubrir ahí fuera ",non-biased
la verdad hoy fue una noche bastante aburrida espero poder salir mañana,non-biased
"@_artificialred_ gracias tocaya  pero.. es que es verdad da rabia.. ni un extremo ni otro, si hay machismo voy a ser la primera que va..",biased
@luisitorey #luisitoreymago pon dinámicas más difíciles en esta dinámica no se ven todos los comentarios,non-biased
"las niñas no se comportan así, son princesas.",biased
@javiercastro96 por supuesto amigo mí que pases buen domingo ,non-biased
¿en dónde consigo unos buenos nachos de pastor hoy 1 de enero?,non-biased
no entiendo de verdad porque la gente cree que en realidad me la suda ,non-biased
"@mfollowill muchas gracias mark, si ya no puedo esperar , @swish41 y su tiro perfecto gracias por venir a méxico 🇲🇽 #mffl",non-biased
el fútbol es de chicos.,biased
parti 3 roscas diferentes y en las 3 me salio el niño!! algo estoy haciendo mal,non-biased
por poquito y se comen a mi perrito,biased
qué bonito que in to my arms sea la segunda canción escuchada este día.,non-biased
"@tidxs_ 27. parece que las cosas no te van muy bien, espero que todo mejore, que todo el mundo merece ser feliz ",non-biased
"shit se fue, voy a por un pitaso ",biased
"@dafneca1 estaba pensando en preguntarte sí ibas a ir jaja :v,el jueves nos vemos allá me voy a sentir raro por que todos ya se llevan",non-biased
"@attmxayuda hola buenos días ya envié por dm la información que me pidieron, gracias",non-biased
"@ivonnemelgar tristemente cierto: otra historia lamentable de política femenina fallida, muy buen articulo! abrazo",biased
la figura de magearna se esta retrasando un poco es raro en ese vendedor  aunque normalmente le pido un pack grande ,non-biased
¡gracias a ti @cesartgil! que tengas una buena tarde  #felizlunes,non-biased
"@david_goen00 venga jimbre, lo que debes haver es hacerte cadista ",non-biased
"@raulmjimenez_ @edgarcabrerag siiiii, y de nuevo estoy en lista para ir al programa. y luego el concierto de ot ",non-biased
estoy nerviosa y tengo miedo,non-biased
es normal que después de todo un fin con mi novio ahora lo esté extrañando?... ._. ya traiganmelo,non-biased
el solo que hace rosendo en flojos de pantalón es flipante!!! ,non-biased
lo siento mucho perder un abuelo es uno de los dolores mas hondos posibles. mucha fuerza para ti. @urielcastillo93,non-biased
como apruebe (o si suspendo pero paso) voy a montar una fiesta y no pararé de beber hasta k mi hígado reviente ,non-biased
@carlosmchef3 felicidades pareja!!! peazo abuelo va a tener tu hijo....estará pletorico ,non-biased
"@maaj39 estate atento a nuestras redes sociales para estar informado de las fechas y sitios, y gracias por escribirnos ",non-biased
@tonithrowdown ahora tengo un dilema. ayúdame toni y en 3ds porque me salió a 25 euros nuevo https://t.co/2bsrmwnrz5,non-biased
lo mejor es que son conversaciones normales y corrientes sin ningún ánimo de ligar pero  simplemente porque no se ligar ,non-biased
"@guillebouzon @conpdejulandron creo que antes de insultar una cara deberias mirarte al espejo guille. ah, y quien ríe último rie mejor ",biased
@ancar_lol siempre buscando algo mejor  ahora estoy bien y cobro bien. pero puede que vaya a una del prat!,non-biased
@fridasante 2 cosas 1 mal que no me sigues 2 mandale un saludo a azul si? (el amor de mi vida ),non-biased
sabían que su after fav teatro g. fue construido para mi y un día de estos (hoy) les voy a dar el placer de que me vean ahí metido !!,biased
"@angeladelriom hola preciosa. a pesar del frío, mis ganas de verte todos los días es mas grande, ya que me alegras con tu bella sonrisa.",non-biased
"@tribuna_i si, pero yo lo veo otros 6 meses más en pachuca, tiene calidad el muchacho y ayer demostró que si está listo",non-biased
creo que mi amor platónico de tw es gay y me acabo de poner tan triste ,biased
#loslunesdebenser sagrados y trabajar hasta el martes,non-biased
@kioskoamm @gloris72 @olivares1965 @tomasimedia @madeinleon gracias pero los importantes sois vosotros.  los mediadores.  sois muy buenos ,non-biased
"@betvs_19 cucha, una independentista escribiendo en español!! por muy del barça que soy, te vas a buscar la vida  grassias.",biased
"aparentemente superados los efectos de la venganza de moctezuma, cogemos camino a chiapas ... porque mucha historia nunca es suficiente",non-biased
@seelphy genial!! será la última parada antes del estreno en salas ,non-biased
"- ¿qué me estás arrimando? - algo que te gusta mucho y está en mi entrepierna. - amor, guarda ese pepino, tú pene no es tan grande. - ay",biased
he probado una nueva espuma para el pelo y sí que lo deja más rizado pero se queda como efecto gomina y no me gusta. ,non-biased
¿es una niña? como no lleva pendientes pensaba que era un niño.,biased
"@nataliaenlu jajaja que pena, soy metiche. es que mi mama si me dijo de pasar año nuevo en la playa pero ya no hay espacio en ninguno",non-biased
"@alex_dieer ya ves eh, estaban amargados ",non-biased
"si me dieran cualquier deseo del mundo,solo pediría una sola cosa ... regresar el tiempo , tengo mis dudas sobre dios pero.. ayúdame!",non-biased
"me hubiera encantado contaros el martirio de san juan bautista, que es como de peli. con herodes, salomé...pero no me ha dado la vida ",non-biased
"@priincesapurple si por favor aún no he podido comprarlo, o mejor me das un abrazo y así eso también ayuda ️ je.",non-biased
para qué hablan de clandestino,non-biased
"@ferchitomen11 checa con waze rutas alternas, xq el trafico viene rudo hasta la altura del parque chitla! y gracias! que llegues pronto",non-biased
ojala no me diese miedo aprender a usar a aurelion y tener malas partidas con el pero me pongo tan sad cuando lo hago mal que ,non-biased
"ya hasta me duele la cabeza. mañana/tarde pesada, pesadísima en la oficina.",non-biased
"@mibicipublica hola! la estación gdl - 111 tiene 2 puertos que no sirven, y los demás siempre están llenos a esta hora.",non-biased
@hectorbrockwell excelente con de semana,non-biased
mi corasonsito me pide a gritos clexa fanfics pero de los bonitos profundos que te dejan llorando ,non-biased
¡hola @estrellalevante! una pregunta? la visita a la fábrica es gratuita o hay que pagar algo? un saludo bonicos y bonicas mios! ,non-biased
"mujer brincadora, ni en casa ni en misa",biased
"yastas! aunque me anda fallando pero es buena idea, tu dirás! @rulitohd",non-biased
@yasminalbolopez @pablolopezmusic buena nana para dormir ,non-biased
"aaahhhhggg noooo!!! esa frase no!!!! malditos hombres (frustración momentanea) sorry, no los odio... bueno no a todos!",biased
primer día de la operación bikini 2017 superado.. i can!  #altafitdonosti #objetivospartan2017,non-biased
@pichyniboss te queda bien tio! espero que esteis todos pasando un buen verano ,non-biased
"al despedirnos dijo: have a nice day, y yo le conteste igual, y le dije ay que pendeja, jajaja ay gud bai mai lob.",non-biased
@cristinaenalfa @alfa913fm hola cris saludos desde ahome sinaloa rumbo a tijuana en un autobús elite hermosa,biased
desde hace 20 minutos se escucha una alarma y me da mucho coraje porque eso significa que la persona sigue dormida y yo aquí con sueño,non-biased
@charmimedicen a gente tonta es dificil acostumbrarse ,non-biased
@sancadillanorte @tigresoficial chale...en mi trabajo si falto tres días seguidos me corren...,non-biased
me  he acostumbrado tanto a ver vídeos de @wildhater  pelirojo que veo  los suyos antiguos  y es como ,non-biased
"@rdelvalle, vaya, felicidades atrasadas y muchas gracias ",non-biased
"yo no le deseo el mal a nadie, pero a veces se agradece, que todo caiga por su propio peso.....:.. muy buenos días tengan todosssss usted",non-biased
@se_wilk @ciutadanscs @prensacs @mrhciudadanos @alfonsorojopd gran capacidad de análisis de @inesarrimadas en esa entrevista. #visión ,non-biased
"@librosdemaria no sé si hubo más gente, pero ayer te tagueé yo  ayy, hannibal es que moooooola tanto!",non-biased
"les juro, estoy solita en mi casa y no sé si es sugestión, bajé al cuarto de lim a dormir y ya me arropé, sólo pido que ya vuelva",non-biased
echo de menos las sudaderas y los pantalones largos ,non-biased
"@marioem_95 aún le queda un poquillo, pero por supuesto. aunque tengo lista de rivales pendientes ",non-biased
¡peleas como una mujer!,biased
@polifack yo es que me asustó muy fácil con el rollo paranormal ,non-biased
@adriantr09 @clubtiburones @pumasmx ya rugiste león ya estufas,non-biased
con este frio esta genial que pasen la pelicula del regalo prometido.. se siente como navidad pero sin tamales,non-biased
"@fershymp es correcto, falta mucho para y por eso nunca estamos unidos como compatriotas",non-biased
"a pesar de ser lunes y de que no inicie con el pie derecho, hoy nada me dará bajón, ando motivada con la tesis a dar el power amigos",non-biased
"al final la triatlón ha salido pero por pura tozudez ... 7:07 de esfuerzos, mi estado es de reventado para arriba ",non-biased
"a principios de septiembre saldrá mi nuevo tema en forma de vídeo, ya tengo ganas de que lo escuchéis! ",non-biased
"y tan amargado, porque no me lo chupan ",biased
@ferreyees19 @abiel_vasquez @elpablodeverdad yo tenía pensado sacar la del fogo y una optativa de 2c para poder meter electromagnétismo,non-biased
"hasta tal punto, que al comprar las entradas no hay opción de coger la vip, pero aún así ellas por arte de magia la tienen ",biased
@lahoraalt @asidesastre @molo_cebrian @criadoenterado me faltó @p8ladas y eso que estoy deseando escuchar sus viñetas musicales y lo sabe ,non-biased
@diegopajaron @miguel_prat doble sub-campeón de europa  algo es algo jaja,non-biased
"@alma13 ha sucedido que familiares cobran por el pensionista y les roban. incluso hay denuncias al respecto, cuidemos a los pensionistas",non-biased
estoy aburrida pero me invitan a lugares y me da flojera salir,non-biased
es lo unico que me se de la cancion jajajaja que oso,non-biased
eso de no poder dormir y despertar en la madrugada se está volviendo muy recurrente y no está padre!! >.; yo no era así.,non-biased
es triste que casi todas mis series acabadas hayan sido porque las han cancelado ,non-biased
a mi papá le regalaron una bolsa de café artesanal y un termo y estoy muy celosa porque a mi seguro me regalan una camiseta o asi.,biased
"obviamente las preguntas tienen que ir en el e-mail, no encima del vídeo ni nada parecido, sino no podré usarlo ",non-biased
@alexmay_be algo similar me ha pasado,non-biased
"cuando dices vida yo estaré contigo, tomas de mi mano y por dentro lloro aunque sea mentira me haces sentir viva",non-biased
algo bueno que le puedo encontrar al incendio de villava es que esta tan cerca del instituto... seria una pena que se quemase... ,non-biased
por qué me gusta más tu personalidad que cualquier espalda ancha ,non-biased
pero si eres mi pelado  @slammactivao,biased
@reyminguela20 la próxima vez que vaya a madrid no estarás en mis planes. maldita ,biased
esta tarde me voy a comprar un juego que estuve esperando muchísimo tiempo... posiblemente lo suba esta tarde-noche  yoshi aparece ,non-biased
tío pero el final es una mierda me ha dado muchísima pena de verdad pero bueno no hago spoiler pero pf ,non-biased
lo bueno que ayer partí rosca con mis amigos porque hoy no partiremos con mi familia,non-biased
quiero hacer un video en youtube desahogándome ,non-biased
por que no nací con las cejas pobladas,non-biased
@duke_apologia ? este tweet no está disponible. dice q el link no existe ,non-biased
"que te contesten con un ¿qué demonios fue todo esto? jajaja a un mensaje bonito, sí te mata un poquito.",non-biased
@sammyriotmars cierto  qué bonico es darles otra vida a los libros,non-biased
@eudemonologia87 yo igual y ni así. este año seré tipo marasalvatrucha para ver si así me traen algo.,biased
@evercufl ay que grosero eres conmigo,non-biased
"otra cosa no me quedará clara hoy,  pero con el tiranosaurio rex,  si tú no te mueves no te puede ver  @dinopolisteruel",non-biased
"ayer me robaron descaradamente, jamás acompañes a tu mamá al centro comercial con tu tarjeta de la beca",non-biased
las niñas son muy exageradas.,biased
mandame mensajes de amor que me quiero sentir querida al despertarme que estoy muy sad ,non-biased
"@mrsantiagus tranquilo, que yo si que te vi la única vez que he ido a chocochurros pero no sabía quien eras todavía! jajaj ",non-biased
yo solo quiero adelantar mi vuelo a chicago,non-biased
quiero ser flaca y bonita,biased
#este2017 la historia tiene que cambiar prometo hacer lo posible por tener novia este año,biased
"mi gata es tan desconciderada, pasa sus pequeños bigotes en mi cara para que despierte",non-biased
odio a la mujer docta. ojalá no entre a mi casa una mujer que sepa más de lo que debe saber (eurípides),biased
"@pablocampos98 andas súper desaparecido de aquí pero se que te la estás pasando súper bonito en tu viaje, y eso me hace muy feliz",non-biased
pa kuando la siguiente temporada de juego de tronos ,non-biased
@ulpgc hola ¿me podrían seguir para hacer una consulta por mensaje directo? muchas gracias,non-biased
1477. no pero porque apenas hay confi ,non-biased
"qué deprimente, mañana ya sepriembre. que se acaban las vacaciones!!",non-biased
"me había acostado y recién me levanto y son las 6:34, yo pensé que ya iba a estar todo listo, la comida y el escabio en la mesa ahre",non-biased
@leondaraki @mx_df no sería mala idea,non-biased
"@hayar_96 abandoné mi tierra y llegué justo ayer a españa, estoy sensible, te odio ",non-biased
"lo único que vamos a extrañar de eruviel,será la canción de yo soy mexiquense en cada evento por supuesto que no!no puedo odiarla más",non-biased
"tenía toda la intención de ir al gym, pero termine en los tacos pannin",non-biased
"@nereesantome nope, es respingona  de chiquitin el bullying con eso fue real.  para bonita ya estás tú nere ~",biased
"me quedan 2 capítulos de la sexta temporada de pll, y no quiero acabarla porque sino hasta que doblen la 7 no podré ver nada más ",non-biased
"@dinomamut_ buenos días! ojalá extras todos los meses, sí ",non-biased
que decepción que gente que lo es todo te oculte cosas. ¿tan difícil es decir la verdad?,non-biased
de verdad yo no creo estar tan delgada como dicen que estoy y menos despues de todo lo que he tragado este mes,biased
@xqwcrp @xoancarv un lapsus advertido gracias a @cascarelo y subsanado. gracias por tu aportación. ,non-biased
@sofia_garciarmz la neta si esta bien feo entrar a las 7,non-biased
@yazarethpalomo te extraño tanto mi amor,non-biased
"@plladictos i need you help! siento que soy la úmica que no a superado gossip girl, como tu con stelena asi de mal estoy...",non-biased
"y fue como ¿viste cuantos akatsukis salen?, ¿y gaara?, ¿y el imbécil de sasuke?. fue como el todo ese primer episiodio",non-biased
acabo de hacer algo muy triste jajaja la señora que limpia mi casa trapeo y yo baje y pise y no sabía que estaba trapeando y creo ensucie,non-biased
@darkomacedo seee eso está bien pinche triste,non-biased
"amigues, estoy muy preocupada: la carretera sigue cerrada, no hay gasolina y los alimentos en mercados se están agotando",non-biased
"@g_yubari y seguir el consejo del lobo de caperucita roja: oirte mejor, verte mejor y comerte mejor",non-biased
"amigos, neta muy neta, hay una probabilidad de irme pa la cdmx, alcen las manos y pídanle a diosito",non-biased
que suave que me contestaras más rápido,biased
no cabe duda qe los qe mas quieres son los q mas te lastiman t apuñalan por la espalda perdi a la persona q consideraba mi segunda madre,biased
"te extraño como nunca, y no te tengo como siempre.",non-biased
@claunavarro777 en verdad sí pero yo estuve intentando varias veces quedarme dormida ,non-biased
siempre el más guapo ay,non-biased
"—¿y la novia mijo? —el concepto de pareja es arcaico y reduccionista, pienso que la mujer debe tener libertad para pod —nadie te pela —no",biased
me voy a quedar afónico de tanto hacer guturales con fiebre ,non-biased
"tambien subire el changelog a lo largo de estos dias, estaros preparados porque viene todo de golpe! ",non-biased
"@jonoro96 te mandaria a comprarte un burro, pero no creo que hayan tiendas abiertas ahora ",biased
ya me cansé de ver los juegos de la #lmb que se terminen muy noche.. piensan que uno no va a trabajar al día siguiente. o que pedo???,non-biased
y llegoo @dominguezja para ponernos a gemeliers!! besos desde motril  @canalfiesta,non-biased
eso de echar de menos tu propia casa son leyendas urbanas ,non-biased
@dignarabieta ustedes venían enfiestados uno ya tenía vv más de cinco horas pues qué pues,non-biased
volvemos con energía y carta nueva #elche #columpiobar https://t.co/9zwgh0fkrq,non-biased
@cautesol22 ánimo acá en méxico será bienvenido! saludos de un hincha de #cruzazul,non-biased
"@crystinahotwife @cydiosas se ve hermosa! me dan ganas de comerme todo eso y con este frío, de estar adentro",non-biased
mierda porque es tan difícil decidir en que casa vivir? hay pros y contras en cada una,non-biased
vestida así pareces una fulana,biased
cancún quiero volver a ti te extraño,non-biased
mi amigo me va a odiar por dejarlo plantado porque le dije que íbamos a ir a una peda y pues ya no me dieron chance,non-biased
"@kikolo777 pero si tú sólo comes paellas-de-verdad, japo pijo yr a  cosas desas de subir a instagram, homrepordios ",biased
@anitlunia @sr_benzal al final el pavo se ha ido muy enfadado y la tía arrastrándose pidiendo que no lo hiciese... me parece muy patético ,biased
"@eserover seh, ya me dijeron que siguen negociando talentos. pues mira, si voy. a menos que algo se caiga. y el 17 hago show en gdl igual",non-biased
@elosocarpinter igualmente ayer vi queriendo saquear el bbva y no habia nada ajjaja,non-biased
"perdon, las dudas en twitter a traves de #asklfi  las ayudas #ayudaslfi es una convocatoria de ayudas, muy interesnate tambien ",non-biased
yo no soy un violador ni he pegado a ninguna mujer en mi vida. esta lucha del feminismo no va conmigo.,biased
ha eirado mi paquete sl200 chales hubiera aprovechado el mes gratis de la llamada que me pedía mis datos ayer tel 6141727708,non-biased
"a esta hora twitter esta lleno de gente sentimental, que no puede dormir y que se siente de la mierda que pasa aqui diablos",non-biased
no soy capaz de dormir ,non-biased
voy a echarme una siesta que me duele la cabeza que está que me explota. pasad una buena tarde ,non-biased
@apr15__ seamos como seamos siempre vamos a ser criticados....la vida es asi ,non-biased
@kymposiblee eres bien mala onda,non-biased
"si no vivo al norte de la ciudad, tengo un iphone, auto y dinero no soy cool?",non-biased
no hay nada más triste que tener ya +500 en el casino y quedar en ceros,non-biased
"@iruri gracias, ya eran necesarias tras un duro año de trabajo  ¿has cogido tú ya?",non-biased
a veces siento que es mejor estar atrás de un escritorio que intentarle a la litigada,non-biased
y la segunda en brillas más es venus,non-biased
"días!!! entrena tu mente. vives como piensas. elige lo amable, lo bondadoso, lo consciente, lo sano, lo creativo, lo alegre.. besitos",non-biased
envenenaron al bruno ya lo atendió el veterinario pero tengo miedo de que no aguante.,non-biased
"@vivaaerobus hola, ¿se puede hacer web-checkin e imprimir el pase de abordar si viajo en viva light? la página dice que no...",non-biased
"@relatosgregorio gracias a datos como esos, hoy día tenemos un mejor catálogo sísmico con datos históricos ",non-biased
"[tenemos que hacer una performance para el viernes, he dicho de adaptar el 'que hases besando a la maldita lisiada??' y no han querido ]",biased
"hasta me das risa @realdonaldtrump, por que el único afectado seras tu y tu país y ante tus propios ojos veras su destrucción total.",non-biased
tan sabroso que estaba durmiendo,non-biased
"@daniaroberta a los delincuentes llamados politicos solo les interesa atascarse de dinero y propiedades... eso si, los domingos a misa!",biased
tengo ganas de hacer un stream muy especial.. un 24horas pero con un objetivo... ,non-biased
@reybultos sabes que eso no es así ,non-biased
@marthaor2010 10pax -$200 20pax - $320 10 pax rellena - $280 20 pax rellena - $400 relleno sugerido es de cajeta o cajeta con nuez,non-biased
la seño que venía leyendo mis tweets me dijo que los leyó sin querer ajajajajaja me siento mal por haberle dedicado mi tweet anterior,non-biased
porque the city? alcohol adulterado y exceso de gente. es pesimo! he ido 2 veces y las dos me la pase del asco. no quiero ir otra vez,non-biased
"lo peor es que yo me marché cuando @olvihormigos se empezó a relacionar con la gente de la disco, yo quería tomarme una copita con ella ",biased
@przuppo @lolap245 me quedo con lo primer un pensamiento en un clic ,non-biased
"al final el vídeo lo subo mañana, que acabo de llegar a casa. ",non-biased
es bien raro no estar en la escuela a esta hora :c la neta sí extraño eso y apenas van dos días de clases jajajaja,non-biased
"a mi mujer por su cumpleaños le compré un collar. ¿y tú a la tuya? yo nada, yo aún la dejo suelta",biased
"@alexjuxx yo quiero un novio como tu una vez dijiste que me procure jajajajajajajaja, no, pero en serio si",biased
algún día dejaré de ver a rem en mi tl y no recordaré a subaru lo subnormal que fue de no escogerla. ,non-biased
no soy fan del fut pero mi hermana me puso ver la final a partir del 1er tiempo extra y debo decir que estuvo muy buena #tigresvsamerica,non-biased
"os imagino tal que así - oye tío digamos que somos aliados para follar más jeje - venga tío,va a ver si cuela ",biased
@morbosaborealis jajajaja... eso es verdad... aquí no hay uno cuerdo ,non-biased
"@adriantr09 @clubtiburones @pumasmx siempre he sido así y pues siempre he cumplido y pagado apuestas, así que ya rugiste león",non-biased
"@lili_blend ahora te entiendo, roji! hoy que salí sola me di cuenta que no dejé de morderme los labios todo el tiempo de nervios y miedo",non-biased
@libertadzavala ¡gracias por las flores! ha sido gracias al esfuerzo de un gran equipo @annabrays @bikennia @claravadillo @yazapie y más,non-biased
"soy a tus pies mariano rajoy brey @marianorajoy,en francia no hay otros partidarios que yo aunque no tengo mi tarjeta del pp  viva espana!",non-biased
"@johanagonzalezd y mi pobre hija tragando, no es justo ",biased
@elitron77 tranquilo. ya me imaginaba. tengo planes de ir al bernabéu para ver a la real. allá para finales de enero ,non-biased
"eso si, soy una persona muy irónica y me gusta muchísimo el humor muy así ",non-biased
@rosabhernando... tia que va ella y @freethenacho de telonero! y hoy cena tt que maaal  (he escrito mal y el corrector a puesto nasal ,non-biased
"@stellone_cthun al volante, peligro constante. enhorabuena ",non-biased
haré un libro que se llame: las mil y un millón de formas de cagarla. obvio para que no hagan todo lo que yo hago y así tengan éxito.,non-biased
@yulian_poe @guillermoterry1 ah. mucho más por supuesto! solo que lo incluyo. me habías entendido mal ,non-biased
@alebaie_ iba a ponerle lo mismo,non-biased
"@diegopajaron @miguel_prat dicen que tira pa, san mateo ahora jaaja ",non-biased
"@chiscoyo hombre!  yo siempre y con la gente que me cae bien claro, con los que me caen mal ni agua  muacc",non-biased
¿y cuándo es el día del hombre?,non-biased
"#quierounanovia no gracias, soy homosexual.",non-biased
"@wilma_lorenzo no dobles las esquinas! pon post-its!, se queda más cuqui  https://t.co/dfkqaseana",non-biased
"@femihard_ hmm no sé qué decirte, mientras no dejes la jaula abierta no pasa nada  pero se recomienda que salgan un ratito al día +",non-biased
"@sandyxyxx es lo que tiene amazon  a uno que conozco le llega el lunes, siéntete afortunada ",non-biased
"un amigo de mi hermano que me gustó toda la primaria y secundaria (casi) me dijo te quiero fea y bueno chtm, no es cuando quieras",biased
@luziouv porque son las fiestas patronales.,non-biased
@juanchogerk9 lo peor es que mucha gente vive de vender juguetes y por esto este año les irá mal (día de reyes) todo el centro esta solo,non-biased
"omg esta no he acertado, premio para calvin que tampoco está  1 de 2 aciertos #vmas",non-biased
"elle es increíble, pero mi raíz latina pedía a gritos neruda #goldenglobes",non-biased
"@a3noticias @tv3cat que despropósito, no invitar a @krls al g20 ¡¡ .. estoy indignado¡¡ tiene que ser 1 error¡¡ ",non-biased
"2/2 hay tantas cosas que nos pueden dar satisfacciones, sólo hay que saber que es lo que uno quiere y no perderse...buen inicio de año",non-biased
@barbadicto que feo tener que soportarlo por miedo a estar sólo,non-biased
"curioso,  en cada jornada de segunda división - y van 3- se ha dado un 3-3 . quizá por eso lo de #liga123 ",non-biased
un saqueador más es denunciado en redes sociales... @ monumento a…,non-biased
@kurokatze_ si es eso  pero bueno yo que se cada uno tiene sus gustos porque xd amiks,non-biased
@tenistachanel por eso lo he puesto en comillas.....  pd la yankee ya tiene el fallo de pelocoño pues? ,non-biased
"hoy he visto cazafantasmas por fin. aunque no ha sido un peliculón (para mi), me ha mantenido entretenido las dos horas que dura ",non-biased
ayer iba a probarme el cosplay de nozomi chico y verme los primeros caps de diamond no ace... y no pude ,non-biased
@bryantorresfsh @uby77 claro bryan es otra cuestión del tema ... si abres más días alquiler más caro . ,non-biased
puta gente naca por su culpa ya no me dejo mi mamá ir a partir rosca con mis amigos pónganse a trabajar,biased
"@favaritx que 2017 sea un gran año para ti, una de mis personas favoritas en este mundo. que este año nos volvamos a ver y abrazar",non-biased
"@aladroqe quizás es porque también hay pocas personas de esas profesiones involucradas en la poítica, y si mucho burócrata ",non-biased
@introvertchola @rubestia @nuuzga que malos y yo ? yo tambien fui al carlssssssssss  #bitches,non-biased
"al esperar ese mensaje se decide cual será mi siguiente paso en el destino!,, que nervios",non-biased
te levantas emocionado por ser dia de reyes pero recuerdas que ya estas grande #felizdiadereyes #eanz,non-biased
hoy todo el día estuve triste porque ya mero entro a la facu,non-biased
@nahimachoura que te pareció el tercer uniforme de nuestras aguilas? a mi no me gustó pero se ve mejor que el de local...chale..,non-biased
para ser bellas hay que ver estrellas.,biased
kali uchis va a estar en bahidorá,non-biased
@cochy_tj ley de vida asi nos pasa a nostros la que te gusta no le gusta y a la que le gustas no te gusta que dificiles somos la neta,non-biased
quiero mogollón a @albabenito99 pero sobretodo por lo rápido que contesta a los wasaps ,biased
@estuffaxd -qué labios -qué pelo -pienso que nos llevaríamos -bien,non-biased
estos días me encuentro muy débil... espero que se me pase pronto!!! ,non-biased
"@nebirous una de mis favoritas de tu galería, la luz que captaste es muy misteriosa además... me encanta! ",non-biased
bueno bueno bueno voy a hacer el sprite del primer lider de gimnasio de mi fan made ,non-biased
"@danirs95 somos el pacma, a todos caemos bien pero nadie nos quiere. lloremos juntos ",non-biased
el sueño mas hermoso que he tenido. #nomequeriadespertar,non-biased
"@vcatita al contrario, me creo poco porque según mi couchhhhhh ya debo de hacer 6k",non-biased
@paobarquet que coraje saber que tu y tus compañeros fueron víctimas de gente malandrina por otro lado me da gusto saber que estás bien,non-biased
@adri_buzo @fulgenlison nop. pero ahora me queda más claro el asunto  gracias !,non-biased
decidle a los de spoti que vuelvan a poner la versión acústica de creep  @radiohead,non-biased
@imanolduran @lavuelta jajaja esta vez vamos equipados!,non-biased
apagado o fuera de cobertura ,non-biased
"@snipshit_ yo tengo un par, pero son sólo r ",non-biased
"@sara_g2 jajajaja es súper buen pedo, te va a caer bien. yo tampoco sé con quién me toca",non-biased
"cuanto más prima, más se arrima",biased
que rica siestesita me aventé hasta pensé que ya era de mañana porque me levanto la alarma,non-biased
creo que cuando llegue al penúltimo capítulo de la serie y lo termine no voy a querer ver el último porque no quiero que se acabe ,non-biased
"@sorayita_push bien bien, si estan celebrando un cumpleaños, si todos nacieron el mismo dia hahahahahahha al menos son dos capítulos ",non-biased
[@niievesgiil si hubiese una opción de ''kill'' seguro que era la más votada ],biased
una etapa se cierra y comienza una nueva aventura ,non-biased
"@elmundoes lógico, con experiencia internacional en paraisos fiscales ",non-biased
"@leonjorgedotcom my dear, has leído mi mail? #sinpresion ",biased
"tengo hambre,pero si pido cena el chavo de la moto se va a mojar y seria mal pedo",non-biased
@vinagreando tendremos que probarlos y de paso hacer alguna video receta chicos  @cocinadeenloqui,non-biased
"@paulinapaf a ustedes por ver lo que publico es mi oficio , mi trabajo #periodismo",non-biased
"no te puede gustar algo que no sabes hacer - mi pequeño primo julián, 7 años, sabe más de la vida que yo",non-biased
@michicheel ay jajaja pero si estoy enamorada de apu,non-biased
"@liebehaeschen nop, este crush era nuevo y no había hablado de él aquí para no salarme era muy perfecto para mi peronirogarle",non-biased
"que feo es encontrarte a tu súper crush de toda la vida, te sonrie y ni tiempo de agarrarte él corazón te da por que vienes con tu novio",non-biased
tienes que jugar juegos de varones porque eres un niño.,biased
@heikki_360 vale lo he probado hoy y me parece muy bueno... veré tus vídeos ,non-biased
[@los40ec que excelente tema #rockabye también me gustaría escuchar: we don't talk anymore solo la mejor música en #los40 @briannapinosm],non-biased
"cartas, dados, mujeres y vino, al rico hacen volver mezquino",biased
en plan bonito  porque yo no,non-biased
"mi celular sabe que soy mexicano, escribí white y me lo corrigió por ejote",non-biased
"que triste, es el primer dibujo que quiero que vea, que de verdad me gustó, en el cual me esforcé más que en otros, y no creo que lo vea",non-biased
"@berothw por supuesto, en el mercadona. hombre, encima que soy crush de alguien ",non-biased
no puedo poner el insta histories ese raro  alguna ayuda?,non-biased
@soryrahe_ @tengo_mas_razon por favor xikos eso lo hablais en privado vale? ,non-biased
@cantabriamiguel @fabiana_tfp @elmundoes @larazon_es @elpais_espana n escarmentams a ver si van a ser mismas encueshshtasshs eh @ierrejon ,non-biased
que triste de verdad @rayados @pueblafc @pumasmx @sancadilla,non-biased
@zoestrange es que nacho está haciendo una cadena graciosa ,non-biased
